,year,sents
2079,1983-84,"I, therefore, propose that business income of all charitable and religious trusts including those which have hitherto been exempted by notification will be brought to tax with effect from assessment year 198485."
2080,1983-84,Trusts having business income will also be required to conform to the new investment pattern if they wish to seek tax exemption in respect of their other income.
2081,1983-84,Hon’ble Members are no doubt aware that estate duty in respect of agricultural land is a State subject and that the Centre has levied estate duty on agricultural land only by virtue of resolutions passed in this regard by States enabling the Union to do so.
2082,1983-84,Our experience is that the valuation of agricultural land leads to administrative difficulties and litigation.
2083,1983-84,The yield from this levy has also not been significant over the past several years.
2084,1983-84,"Moreover, after the abolition of wealthtax on agricultural land, including plantations, there is little practical justification for continuing the levy of estate duty on agricultural land."
2085,1983-84,"I, therefore, propose to remove the levy of estate duty on agricultural land."
2086,1983-84,"Since the Estate Duty Act can be amended 19 only after the necessary resolutions of State Legislatures, a Bin for giving effect to this proposal will be introduced later."
2087,1983-84,The revenue loss on account of the reduction in interesttax will be Rs 104 crores next year.
2088,1983-84,"Taking into account the estimated recoupment of part of this loss, my corporation tax proposals will yield Rs 104 crores next year."
2089,1983-84,My proposals in regard to incometax will lead to net revenue accrual of Re. 25.
2090,1983-84,I turn now to my proposals in the area of indirect taxation.
2091,1983-84,"Mr. Speaker, the House to aware that for some years now our balance of payments has been under."
2092,1983-84,Despite this we have sought to maintain an import regime which provides adequate access to imported inputs such as raw material and capital goods to the priority sectors.
2093,1983-84,"At the same time, I would not like that our policies should be taken advantage of by exporters abroad facing difficult market conditions by selling unduly cheap in the Indian market to the detriment of Indian industry."
2094,1983-84,I believe we should use the instrument of customs duties not only to help revenue collection but to support our balance of payments and industrial expansion.
2095,1983-84,In framing my proposals I have also tried to minimise tax avoidance and evasion and taken care to see that the measures would not spur inflation 107.
2096,1983-84,"Taking customs duties first, my principal proposal is to continue the auxiliary duties of customs first imposed from 1973 and since renewed annually."
2097,1983-84,I propose also to raise with certain exceptions the present effective rates by 5 percentage points.
2098,1983-84,"The statutory rate of auxiliary, duty is proposed to be kept at 50 per cent, and the maximum effective rate at only 35 per cent."
2099,1983-84,The cushion of 15 per cent will help us take care of any need for higher duty levels which may become necessary for reasons such as support for indigenous production.
2100,1983-84,Newsprint and crude petroleum would not be subject to the increase in auxiliary duty.
2101,1983-84,"The existing full exemption from auxiliary duties on essential items like fertilizers, kerosene, high speed diesel oil would be continued."
2102,1983-84,The revenue gain as a result of this proposal would be Rs 254.5 crores in a full year.
2103,1983-84,My next proposal relates to chemicals.
2104,1983-84,This group of commodities is in general subject to a basic rate of customs duty at 60 per cent ad valorem.
2105,1983-84,"With the significant fall in the international prices of chemicals, I believe it would be appropriate to raise the tariff rate to 100 per cent ad valorem and the general effective rate to 70 per cent ad valorem."
2106,1983-84,Tariff rates of 40 per cent and 100 per cent applicable to certain groups of chemicals are also being raised on the same lines.
2107,1983-84,"However, pharmaceutical chemicals and drugs, insecticide, pesticide and fungicide chemicals."
2108,1983-84,This measure will yield Rs 37.5 crores in a full year.
2109,1983-84,I also propose to raise the effective basic importduty on zinc metal from 45 per cent to 55 per cent ad valorem and that on lead metal from 40 per cent to 56 20 per cent ad valorem.
2110,1983-84,The existing parflail exemption from countervailing duty on lead scrap and waste also proposed to be withdrawn.
